State,State_numerical,Year,Deaths,Population,death_rate_per_100k
Tennessee,47,2006,13051,6088766,214.34556690140496
Tennessee,47,2007,13161,6175727,213.10851337826298
Tennessee,47,2008,13162,6247411,210.67927178154278
Tennessee,47,2009,13482,6306019,213.79574022850232
Tennessee,47,2010,13593,6355518,213.87713794532564
Tennessee,47,2011,13562,6400298,211.8963835746398
Tennessee,47,2012,13765,6455752,213.22070612377922
Tennessee,47,2013,13953,6496943,214.76254293750154
Tennessee,47,2014,14172,6544617,216.54437532402582
Tennessee,47,2015,14214,6595354,215.5153461057587
Tennessee,47,2016,14450,6651277,217.2515142580891
Tennessee,47,2017,14302,6714748,212.99384578542637
Tennessee,47,2018,14141,6778180,208.62532420207197
Tennessee,47,2019,14382,6830325,210.56099087525118
Tennessee,47,2020,14436,6927904,208.37471188977216
Texas,48,2005,34291,22778123,150.5435720054721
Texas,48,2006,34938,23359580,149.56604527992369
Texas,48,2007,35074,23831983,147.1719747366386
Texas,48,2008,35712,24309039,146.90831669651772
Texas,48,2009,35591,24801761,143.5019069815244
Texas,48,2010,36717,25241897,145.46054125805205
Texas,48,2011,37351,25645504,145.64346249541438
Texas,48,2012,38142,26084120,146.22689973823154
Texas,48,2013,38412,26479646,145.0623622385284
Texas,48,2014,38847,26963092,144.07472258745398
Texas,48,2015,39120,27468531,142.41751770416843
Texas,48,2016,40195,27914064,143.99551423253882
Texas,48,2017,40668,28291024,143.74877346256537
Texas,48,2018,40865,28624564,142.76199979849474
Texas,48,2019,41488,28986794,143.12724615216158
Texas,48,2020,42142,29239570,144.12660651302326
Utah,49,2005,2520,2457719,102.53409767349319
Utah,49,2006,2615,2525507,103.54356570779649
Utah,49,2007,2572,2597746,99.00891003200468
Utah,49,2008,2492,2663029,93.57765161400796
Utah,49,2009,2555,2723421,93.81582942923625
Utah,49,2010,2810,2775413,101.24619290894725
Utah,49,2011,2746,2814797,97.55588058392844
Utah,49,2012,2876,2854146,100.76569313552987
Utah,49,2013,2971,2898773,102.49164042855374
Utah,49,2014,3042,2938327,103.52830028788492
Utah,49,2015,3091,2983626,103.59877544973801
Utah,49,2016,3125,3044241,102.65284515910535
Utah,49,2017,3160,3103540,101.81921289881878
Utah,49,2018,3264,3155153,103.44981685515727
Utah,49,2019,3288,3203383,102.64148870116374
Utah,49,2020,3460,3284077,105.35684760131996
Vermont,50,2005,1202,621215,193.49178625757588
Vermont,50,2006,1214,622892,194.8973497813425
Vermont,50,2007,1346,623481,215.88468614119753
Vermont,50,2008,1279,624151,204.91836110172056
Vermont,50,2009,1254,624817,200.69876459827438
Vermont,50,2010,1392,625886,222.40471907024602
Vermont,50,2011,1347,627197,214.76505786858039
Vermont,50,2012,1325,626361,211.5393519072867
Vermont,50,2013,1318,626603,210.34051863779777
Vermont,50,2014,1379,625693,220.39562533063338
Vermont,50,2015,1399,625810,223.55027883862516
Vermont,50,2016,1356,624366,217.18030770413506
Vermont,50,2017,1434,625132,229.39155250411113
Vermont,50,2018,1388,624802,222.15037723950945
Vermont,50,2019,1378,624046,220.8170551529855
Vermont,50,2020,1400,642977,217.7371818898654
Virginia,51,2005,13877,7577105,183.14382603910067
Virginia,51,2006,13828,7673725,180.19931649883205
Virginia,51,2007,14009,7751000,180.73796929428462
Virginia,51,2008,13983,7833496,178.5026761997453
Virginia,51,2009,14122,7925937,178.17451741037053
Virginia,51,2010,14078,8024004,175.44856657598874
Virginia,51,2011,14374,8102437,177.40341578712676
Virginia,51,2012,14294,8187456,174.58414433005808
Virginia,51,2013,14414,8255861,174.59111775258813
Virginia,51,2014,14749,8315430,177.36905968783336
Virginia,51,2015,14947,8367303,178.6358161046636
Virginia,51,2016,15027,8417651,178.51773612377136
Virginia,51,2017,15064,8471011,177.83001344231522
Virginia,51,2018,15148,8510920,177.98310875910008
Virginia,51,2019,15045,8556642,175.8283214373115
Virginia,51,2020,15498,8637615,179.4245286459283
Washington,53,2005,11048,6257305,176.561634761291
Washington,53,2006,11055,6370753,173.52736795791643
Washington,53,2007,11568,6461587,179.02722659309546
Washington,53,2008,11618,6562231,177.04344757141283
Washington,53,2009,11922,6667426,178.80963358273493
Washington,53,2010,11874,6743009,176.09349179275898
Washington,53,2011,12002,6827479,175.78962893917358
Washington,53,2012,11951,6898599,173.23807341171738
Washington,53,2013,11928,6966252,171.22550260886342
Washington,53,2014,12205,7057531,172.93583265875844
Washington,53,2015,12687,7167287,177.01258509670396
Washington,53,2016,12594,7299961,172.52146963524874
Washington,53,2017,12664,7427951,170.49116236765698
Washington,53,2018,12791,7526793,169.9395745306135
Washington,53,2019,12960,7614024,170.21222943347695
Washington,53,2020,12796,7727209,165.59665980304143
West Virginia,54,2005,4617,1820492,253.61275962761718
West Virginia,54,2006,4613,1827912,252.36444642849327
West Virginia,54,2007,4690,1834052,255.7179403855507
West Virginia,54,2008,4605,1840310,250.22958088582902
West Virginia,54,2009,4786,1847775,259.0142198049005
West Virginia,54,2010,4685,1854265,252.6607577665544
West Virginia,54,2011,4782,1856606,257.5667643000184
West Virginia,54,2012,4684,1857446,252.17422202314359
West Virginia,54,2013,4718,1854768,254.3714362119683
West Virginia,54,2014,4880,1850569,263.70267739273703
West Virginia,54,2015,4839,1843332,262.5137522703452
West Virginia,54,2016,4659,1832435,254.25185613677974
West Virginia,54,2017,4654,1818683,255.89946131348893
West Virginia,54,2018,4682,1805953,259.2537015082895
West Virginia,54,2019,4604,1795263,256.45267573608993
West Virginia,54,2020,4725,1791646,263.7239722579125
Wisconsin,55,2005,10943,5546166,197.30747330678525
Wisconsin,55,2006,10925,5577655,195.87084536422566
Wisconsin,55,2007,10963,5610775,195.39190218820036
Wisconsin,55,2008,11185,5640996,198.28058732890435
Wisconsin,55,2009,10866,5669264,191.6650909183273
Wisconsin,55,2010,11279,5690538,198.20621529985388
Wisconsin,55,2011,11608,5705840,203.44068533292204
Wisconsin,55,2012,11252,5720825,196.68491869616707
Wisconsin,55,2013,11425,5738012,199.1107721629024
Wisconsin,55,2014,11393,5753199,198.02895745480035
Wisconsin,55,2015,11423,5762927,198.21524721725612
Wisconsin,55,2016,11498,5775170,199.0937063324543
Wisconsin,55,2017,11318,5793147,195.36876934074002
Wisconsin,55,2018,11457,5809319,197.21760846667223
Wisconsin,55,2019,11505,5824581,197.52493784531453
Wisconsin,55,2020,11654,5897375,197.6133449204095
Wyoming,56,2005,886,514157,172.32090587116386
Wyoming,56,2006,927,522667,177.35958076557347
Wyoming,56,2007,940,534876,175.74166722754433
Wyoming,56,2008,874,546043,160.0606545638347
Wyoming,56,2009,936,559851,167.18734091749414
Wyoming,56,2010,1016,564531,179.97240186987074
Wyoming,56,2011,936,567491,164.93653643846335
Wyoming,56,2012,955,576656,165.60999972253822
Wyoming,56,2013,946,582620,162.3699838659847
Wyoming,56,2014,922,583159,158.10439348445277
Wyoming,56,2015,931,586389,158.76832614527217
Wyoming,56,2016,962,585243,164.37616511432003
Wyoming,56,2017,948,579994,163.4499667237937
Wyoming,56,2018,997,579054,172.17737896638312
Wyoming,56,2019,1016,580116,175.1373863158403
Wyoming,56,2020,1029,577681,178.12598994947038
